item,statement,claim
Q1306755,P1687,"['P1376', 'P36']"
Q1306755,P2670,"['Q956214', 'Q543654', 'Q15303838', 'Q4580177']"
Q1306755,P910,['Q31082934']
Q1306755,P1889,['Q5119']
Q13455645,P279,"['Q3074936', 'Q515']"
Q13455645,P17,['Q27']
Q515244,P910,['Q6303158']
Q515244,P279,"['Q1156854', 'Q1711347']"
Q515244,P1889,['Q4683589']
Q358832,P31,['Q4164871']
Q358832,P140,['Q1841']
Q358832,P1343,['Q2041543']
Q358832,P1889,['Q955464']
Q358832,P279,['Q15995642']
Q3270129,P910,['Q8221618']
Q3270129,P131,['Q312485']
Q3270129,P17,['Q148']
Q3270129,P31,['Q2221906']
Q3270129,P8933,"['Q104236684', 'Q104236733']"
Q289078,P17,['Q736']
Q289078,P31,['Q7278']
Q289078,P159,['Q2900']
Q289078,P1142,"['Q189280', 'Q8881', 'Q121254', 'Q821102', 'Q2855609']"
Q289078,P488,"['Q518626', 'Q19581']"
Q289078,P3975,"['Q13484890', 'Q24961980', 'Q1856805', 'Q16297634']"
Q289078,P112,['Q19581']
Q289078,P2388,['Q55764370']
Q289078,P6365,['Q8707901']
Q289078,P1387,"['Q737014', 'Q1030814']"
Q289078,P910,['Q104518895']
Q289078,P463,['Q28502610']
Q289078,P462,"['Q906936', 'Q1088']"
Q289078,P2541,['Q736']
Q289078,P6364,['Q22963901']
Q98756,P19,['Q382481']
Q98756,P20,['Q64']
Q98756,P27,['Q183']
Q98756,P31,['Q5']
Q98756,P106,"['Q2627699', 'Q3542795', 'Q10873124', 'Q15980158']"
Q98756,P735,['Q2824680']
Q98756,P512,['Q849697']
Q98756,P641,['Q718']
Q98756,P734,['Q28146608']
Q98756,P102,['Q7320']
Q98756,P21,['Q6581097']
Q98756,P1412,['Q188']
Q98756,P463,['Q1803884']
Q183496,P186,['Q1131303']
Q183496,P279,"['Q206615', 'Q2925618']"
Q183496,P1889,['Q699405']
Q183496,P5008,['Q6173448']
Q183496,P1343,['Q867541']
Q183496,P31,['Q206615']
Q78125,P19,['Q174725']
Q78125,P27,['Q183']
Q78125,P31,['Q5']
Q78125,P106,"['Q1792450', 'Q3621491', 'Q11486702', 'Q42973']"
Q78125,P735,['Q18145837']
Q78125,P21,['Q6581097']
Q78125,P1412,['Q188']
Q78125,P800,['Q110016268']
Q78125,P734,['Q56537818']
Q5327,P69,"['Q155354', 'Q152838']"
Q5327,P31,['Q5']
Q5327,P27,['Q183']
Q5327,P19,['Q2706']
Q5327,P20,['Q1726']
Q5327,P463,"['Q123885', 'Q329464', 'Q49738', 'Q543804', 'Q188771', 'Q684415', 'Q2461397']"
Q5327,P108,"['Q153978', 'Q55044', 'Q152087', 'Q708038', 'Q152838', 'Q465922', 'Q155354']"
Q5327,P166,"['Q15056034', 'Q672787', 'Q15124418', 'Q17505835', 'Q44585', 'Q1046023', 'Q1585689', 'Q565030', 'Q1339919', 'Q15116950', 'Q1335744', 'Q1455666', 'Q34476636', 'Q10905105', 'Q59505670', 'Q14906020', 'Q306590', 'Q50621171', 'Q1788876', 'Q10905235', 'Q10905171', 'Q100268155', 'Q1535113', 'Q15124418', 'Q126416259']"
Q5327,P106,"['Q2919046', 'Q593644', 'Q82955', 'Q1622272']"
Q5327,P102,['Q7320']
Q5327,P937,"['Q1792', 'Q1726', 'Q3806']"
Q5327,P735,"['Q18145837', 'Q14038597', 'Q11122389']"
Q5327,P184,['Q77142']
Q5327,P1411,"['Q44585', 'Q44585', 'Q44585', 'Q44585', 'Q44585', 'Q80061', 'Q80061', 'Q80061']"
Q5327,P101,"['Q7094', 'Q11351']"
Q5327,P1412,['Q188']
Q5327,P21,['Q6581097']
Q5327,P1066,['Q77142']
Q5327,P185,['Q112724']
Q5327,P1343,['Q99413897']
Q5327,P119,['Q253763']
Q5327,P26,['Q1348842']
Q5327,P734,['Q116189644']
Q5327,P512,"['Q121594', 'Q4618975', 'Q11415564']"
Q87827,P21,['Q6581097']
Q87827,P31,['Q5']
Q87827,P27,['Q40']
Q87827,P108,"['Q55038', 'Q414219']"
Q87827,P166,"['Q18507211', 'Q651745']"
Q87827,P106,"['Q42973', 'Q1622272']"
Q87827,P735,['Q18145837']
Q87827,P19,['Q253179']
Q87827,P69,['Q689400']
Q87827,P800,['Q668300']
Q87827,P1343,['Q67311526']
Q87827,P7763,['Q73555012']
Q87827,P1412,['Q188']
Q87827,P463,['Q113509980']
Q16001865,P910,['Q8221726']
Q16001865,P279,['Q7748']
Q123621,P21,['Q6581097']
Q123621,P106,"['Q354034', 'Q15980158', 'Q483501', 'Q1229025', 'Q1925963']"
Q123621,P19,['Q67097']
Q123621,P27,['Q39']
Q123621,P31,['Q5']
Q123621,P735,['Q372250']
Q123621,P937,['Q467132']
Q123621,P20,['Q68185']
Q123621,P800,"['Q915886', 'Q1065215', 'Q505337', 'Q651105', 'Q21296411', 'Q21296414']"
Q123621,P69,['Q18330716']
Q123621,P108,['Q598867']
Q123621,P734,['Q37478209']
Q123621,P1412,"['Q188', 'Q150']"
Q123621,P463,['Q2004869']
Q123621,P7763,['Q73555012']
Q123621,P166,"['Q111287748', 'Q18150463']"
Q123621,P910,['Q105566516']
Q373699,P21,['Q6581097']
Q373699,P31,['Q5']
Q373699,P27,['Q145']
Q373699,P735,['Q372250']
Q373699,P69,['Q4713602']
Q373699,P734,['Q18070771']
Q373699,P106,['Q2066131']
Q373699,P1412,['Q1860']
Q373765,P106,"['Q2059704', 'Q3387717', 'Q33999', 'Q2526255']"
Q373765,P31,['Q5']
Q373765,P19,['Q207639']
Q373765,P27,['Q145']
Q373765,P735,['Q372250']
Q373765,P69,['Q459506']
Q373765,P734,['Q15733778']
Q373765,P21,['Q6581097']
Q373765,P108,['Q1053996']
Q373765,P1412,['Q1860']
Q373765,P10527,['Q50920401']
Q80994,P279,['Q7239']
Q80994,P31,"['Q785260', 'Q185836', 'Q5932254', 'Q851990']"
Q80994,P461,['Q1516282']
Q80994,P460,['Q378915']
Q80994,P1552,['Q378915']
Q80994,P5008,['Q6173448']
Q80994,P527,['Q11588201']
Q3249257,P31,['Q483394']
Q3249257,P279,"['Q202866', 'Q5193883']"
Q3249257,P910,['Q86461652']
Q3249257,P1889,['Q4373044']
Q379222,P31,['Q1331793']
Q379222,P910,['Q8221877']
Q379222,P112,['Q7411781']
Q379222,P159,['Q60']
Q379222,P17,['Q30']
Q379222,P355,"['Q605401', 'Q60643035']"
Q379222,P127,"['Q7411781', 'Q2204566', 'Q3036070']"
Q379222,P138,['Q737529']
Q379222,P1830,"['Q286036', 'Q737529', 'Q1024250', 'Q1547338', 'Q2842874', 'Q3064526', 'Q3115193', 'Q4686069', 'Q4766197', 'Q5209326', 'Q5468890', 'Q5572040', 'Q5928642', 'Q7101026', 'Q7241596', 'Q7567576', 'Q7589637', 'Q7718111', 'Q7732864', 'Q7739709', 'Q7741121', 'Q7743126', 'Q7753931', 'Q7756349', 'Q7757854', 'Q7812161', 'Q60643035', 'Q605401']"
Q379222,P1037,['Q2204566']
Q379222,P452,['Q11033']
Q379222,P1056,['Q11032']
Q379222,P1454,['Q1589009']
Q379222,P740,['Q60']
Q16001911,P31,['Q289']
Q319221,P279,"['Q11424', 'Q21802675']"
Q319221,P31,['Q201658']
Q319221,P910,"['Q7237410', 'Q121256009']"
Q319221,P2354,['Q6605050']
Q3773427,P31,['Q96239483']
Q3773427,P279,"['Q67528681', 'Q639669']"
Q3773427,P1343,['Q1138524']
Q381276,P31,"['Q431289', 'Q786820']"
Q381276,P452,['Q190117']
Q193124,P1343,"['Q19219752', 'Q123560817']"
Q193124,P279,['Q7239']
Q193124,P461,['Q189790']
Q193124,P1552,['Q70338945']
Q376771,P17,['Q39']
Q376771,P31,['Q334166']
Q62447,P279,"['Q811979', 'Q20977775', 'Q12819564']"
Q62447,P910,['Q8228144']
Q62447,P1963,"['P529', 'P131', 'P2786', 'P521', 'P239', 'P238', 'P2044', 'P571', 'P576', 'P5746', 'P6120', 'P5851', 'P7667', 'P3311']"
Q62447,P527,"['Q573970', 'Q449263']"
Q62447,P1889,"['Q1248784', 'Q381424']"
Q62447,P2738,['Q23766486']
Q62447,P1343,"['Q65109596', 'Q23907485']"
Q365873,P361,['Q62447']
Q365873,P1687,['P2786']
Q365873,P279,['Q2221906']
Q381564,P31,"['Q740752', 'Q4830453', 'Q46970']"
Q381564,P17,['Q191']
Q381564,P112,"['Q1500052', 'Q1679381']"
Q381564,P121,"['Q26172', 'Q1599305']"
Q381564,P159,['Q1770']
Q4688512,P31,"['Q4830453', 'Q2519914', 'Q28823']"
Q4688512,P159,['Q18125']
Q4688512,P17,['Q145']
Q35986,P910,"['Q8807864', 'Q7210394']"
Q35986,P1343,"['Q2041543', 'Q19180675', 'Q602358', 'Q3181656', 'Q63284758', 'Q867541', 'Q16082057']"
Q35986,P1424,['Q6670897']
Q35986,P3095,['Q21550346']
Q35986,P5125,['Q16000272']
Q35986,P5008,"['Q24909800', 'Q6173448']"
Q35986,P31,"['Q22811234', 'Q1047113', 'Q2267705']"
Q35986,P361,['Q186531']
Q35986,P2184,['Q3773025']
Q35986,P279,['Q5891']
Q35986,P1889,['Q55336315']
Q35986,P527,['Q132776155']
Q291566,P466,['Q10403937']
Q291566,P131,['Q505018']
Q291566,P31,['Q41176']
Q291566,P17,['Q34']
Q291566,P669,['Q10661163']
Q291566,P84,"['Q6193302', 'Q6195701', 'Q5650830']"
Q291566,P276,['Q2167']
Q291566,P1343,['Q10429096']
Q291566,P793,['Q385378']
Q4688848,P276,['Q684948']
Q4688848,P710,"['Q123034', 'Q117918', 'Q1345599', 'Q117077']"
Q4688848,P31,"['Q6460735', 'Q13418847']"
Q4688848,P138,['Q131419']
Q4688848,P361,['Q671922']
Q59059,P527,"['Q1362405', 'Q180289']"
Q59059,P279,"['Q40050', 'Q182940']"
Q59059,P1889,['Q37153']
Q4384867,P279,['Q3172759']
Q4384867,P910,['Q8224720']
Q387407,P910,['Q8225733']
Q387407,P279,['Q11639']
Q387407,P31,"['Q107357104', 'Q108437325']"
Q3070125,P17,"['Q29', 'Q1028']"
Q3070125,P276,"['Q5818', 'Q126148', 'Q222702']"
Q3070125,P31,['Q220505']
Q3070125,P1424,['Q25737323']
Q15276542,P279,"['Q8037573', 'Q28823']"
Q15276542,P5008,['Q15304953']
Q15276542,P1889,['Q4690046']
Q15276542,P6104,['Q111843878']
Q4689646,P5008,['Q15304953']
Q4689646,P279,"['Q3610510', 'Q123705']"
Q4689646,P17,['Q30']
Q3070379,P31,['Q220505']
Q3070379,P17,['Q38']
Q3070379,P2922,['Q110']
Q3070379,P276,['Q490']
Q123050602,P279,"['Q5891', 'Q37542']"
Q123050602,P31,"['Q2267705', 'Q2915955']"
Q123050602,P910,['Q8226006']
Q384559,P452,['Q190117']
Q384559,P31,['Q786820']
Q384559,P17,['Q145']
Q388202,P910,['Q7014709']
Q388202,P279,['Q9174']
Q388202,P5008,['Q15304953']
Q388202,P31,['Q110401222']
Q388202,P737,['Q386498']
Q24910,P31,['Q11424']
Q24910,P57,['Q256395']
Q24910,P161,"['Q264696', 'Q934395', 'Q2033737', 'Q1045502', 'Q12334668', 'Q1801272', 'Q270559', 'Q4968553', 'Q5576476', 'Q728020', 'Q6491701', 'Q12327197', 'Q5968094', 'Q1452177', 'Q12301858', 'Q6179708', 'Q12315361', 'Q12337275', 'Q12326667', 'Q1582848', 'Q11995280', 'Q12327484', 'Q12305700']"
Q24910,P364,['Q9035']
Q24910,P495,['Q35']
Q24910,P462,['Q22006653']
Q24910,P1040,['Q565966']
Q24910,P58,['Q534829']
Q24910,P344,['Q21553716']
Q24910,P136,['Q130232']
Q24910,P5970,['Q56887459']
Q24910,P1344,['Q374624']
Q24910,P162,['Q86920655']
Q24910,P3803,['Q226528']
Q24910,P921,"['Q90130733', 'Q750652', 'Q20888800', 'Q1759895']"
Q24910,P5021,"['Q85783379', 'Q105913295']"
Q24910,P86,['Q6187841']
Q24910,P272,['Q1891982']
Q24910,P2554,['Q79839769']
Q4726861,P17,['Q252']
Q4726861,P279,"['Q9174', 'Q34394']"
Q4726861,P31,"['Q1189816', 'Q477544']"
Q4726861,P361,['Q2606232']
Q4726861,P2354,['Q97307784']
Q4726861,P1552,"['Q13876576', 'Q45996']"
Q4726861,P1343,['Q110393098']
Q392918,P910,['Q8226476']
Q392918,P279,"['Q112861866', 'Q327333']"
Q392918,P1424,['Q9110211']
Q392918,P1001,['Q458']
Q4692205,P17,['Q30']
Q4692205,P131,['Q1439']
Q4692205,P910,['Q55302743']
Q4692205,P793,['Q48797719']
Q4692205,P31,"['Q82821', 'Q27968055']"
Q4692205,P279,['Q9505308']
Q866298,P910,['Q9479593']
Q866298,P1343,['Q124737630']
Q866298,P2670,"['Q34679', 'Q133833', 'Q1262699']"
Q866298,P366,"['Q22657', 'Q905592']"
Q866298,P279,"['Q206615', 'Q1155083', 'Q181790']"
Q866298,P460,['Q230760']
Q393786,P31,"['Q740752', 'Q769493']"
Q393786,P17,['Q183']
Q393786,P159,['Q2978']
Q393786,P749,"['Q6442', 'Q473581']"
Q393786,P463,"['Q2137458', 'Q1548645', 'Q2394188']"
Q393786,P127,['Q473581']
Q393786,P121,"['Q13436902', 'Q104149638']"
Q393786,P1454,['Q897103']
Q395389,P159,"['Q270', 'Q88655696']"
Q395389,P31,"['Q1331793', 'Q6881511', 'Q891723', 'Q18127']"
Q395389,P17,['Q36']
Q395389,P1454,['Q64699475']
Q395389,P414,['Q59551']
Q395389,P1056,['Q186165']
Q395389,P1830,"['Q741296', 'Q5705879', 'Q7067038', 'Q7831359', 'Q43216480']"
Q395389,P452,['Q11033']
Q395389,P199,"['Q43216480', 'Q117211948']"
Q174312,P131,"['Q12724', 'Q69062']"
Q174312,P17,['Q39']
Q174312,P31,"['Q685309', 'Q486972', 'Q123705']"
Q174312,P421,"['Q6655', 'Q6723']"
Q174312,P1464,['Q60898036']
Q174312,P910,['Q76345350']
Q174312,P1366,['Q69062']
Q174312,P2354,['Q28801138']
Q19890860,P279,['Q33506']
Q19890860,P921,['Q11451']
Q19890860,P910,['Q8227045']
Q19890860,P31,['Q63982911']
Q4693967,P31,['Q22811234']
Q4693967,P279,['Q5891']
Q2942535,P131,['Q13678']
Q2942535,P17,['Q38']
Q2942535,P31,"['Q2977', 'Q120560', 'Q166118']"
Q2942535,P708,['Q1363956']
Q2942535,P149,"['Q1973348', 'Q1071656', 'Q1141784', 'Q236122']"
Q2942535,P140,['Q1841']
Q2942535,P825,['Q2254789']
Q2942535,P1435,['Q26971668']
Q2942535,P3501,['Q730757']
Q2942535,P8596,['Q114219947']
Q4694505,P910,['Q8227137']
Q4694505,P279,"['Q40050', 'Q2647467']"
Q4694505,P17,['Q96']
Q2635155,P31,"['Q188451', 'Q107357104']"
Q2635155,P495,['Q1028']
Q2635155,P279,['Q201022']
Q2635155,P1552,['Q2434238']
Q2635155,P1071,['Q130135']
Q2635155,P1303,['Q816793']
Q26111350,P1889,['Q400320']
Q26111350,P361,['Q483654']
Q26111350,P31,['Q1826286']
Q26111350,P279,['Q483654']
Q26111350,P138,['Q400320']
Q310609,P31,['Q45594']
Q310609,P1343,['Q2041543']
Q174401,P31,"['Q476028', 'Q847017']"
Q174401,P17,['Q183']
Q174401,P641,"['Q2736', 'Q7291']"
Q174401,P131,['Q16104']
Q174401,P159,['Q16104']
Q174401,P740,['Q16104']
Q174401,P1454,['Q9299236']
Q174401,P452,['Q124022875']
Q403021,P131,['Q111517']
Q403021,P17,['Q30']
Q403021,P31,['Q740752']
Q5623,P19,['Q7880']
Q5623,P21,['Q6581097']
Q5623,P106,"['Q186370', 'Q49757', 'Q36834']"
Q5623,P31,['Q5']
Q5623,P27,['Q142']
Q5623,P135,['Q163775']
Q5623,P1412,"['Q150', 'Q2779185']"
Q5623,P735,['Q21874413']
Q5623,P20,['Q1210']
Q5623,P7763,['Q71887839']
Q5623,P1343,['Q602358']
Q406714,P279,['Q207628']
Q406714,P1889,['Q2875011']
Q406714,P31,"['Q107487333', 'Q188451']"
Q4698311,P279,['Q11460']
Q407916,P31,"['Q862597', 'Q188451']"
Q407916,P1269,"['Q3328590', 'Q2881262']"
Q407916,P279,['Q113600088']
Q420953,P641,['Q5372']
Q420953,P17,['Q30']
Q420953,P127,"['Q483915', 'Q101144401']"
Q420953,P31,"['Q431289', 'Q161928']"
Q420953,P279,['Q768186']
Q420953,P287,"['Q3529194', 'Q23071087']"
Q420953,P452,['Q12684']
Q420953,P941,['Q41421']
Q4698342,P31,['Q371174']
Q4698342,P279,['Q7307']
Q4698342,P3113,['Q877674']
Q2049775,P31,['Q371174']
Q2049775,P138,['Q8043']
Q2049775,P2283,"['Q184848', 'Q167131']"
Q644628,P910,['Q7026606']
Q644628,P279,['Q349']
Q644628,P1343,['Q124737630']
Q644628,P31,['Q31629']
Q644628,P3095,"['Q2095549', 'Q6060450']"
Q644628,P1382,['Q5367']
Q1248784,P910,['Q7037170']
Q1248784,P279,"['Q62447', 'Q12819564', 'Q43229']"
Q1248784,P1343,"['Q20749089', 'Q2657718', 'Q103892210']"
Q1248784,P1963,"['P239', 'P238', 'P931', 'P529', 'P131', 'P3311', 'P521', 'P17', 'P138', 'P625', 'P127']"
Q1248784,P1424,"['Q5615912', 'Q6673659', 'Q92584380']"
Q1248784,P527,"['Q1433344', 'Q390516']"
Q1248784,P1889,"['Q62447', 'Q66715750', 'Q695850']"
Q1248784,P1552,['Q1378517']
Q1248784,P5008,['Q6173448']
Q4405347,P279,"['Q174583', 'Q768186', 'Q116166753']"
Q4405347,P31,['Q15142889']
Q4405347,P1535,['Q1142497']
Q403150,P31,"['Q740752', 'Q465909']"
Q1936626,P279,['Q16970']
Q1936626,P527,['Q188714']
Q1936626,P910,['Q9108647']
Q1936626,P31,['Q32880']
Q1936626,P5869,"['Q64140590', 'Q22138554']"
Q1936626,P1419,['Q209']
Q1408668,P31,"['Q868557', 'Q43229']"
Q1408668,P17,['Q142']
Q1408668,P131,['Q47465']
Q1408668,P101,['Q184485']
Q1408668,P276,['Q142']
Q1408668,P355,['Q97365349']
Q1408668,P2283,"['Q2971693', 'Q7799920']"
Q1408668,P166,"['Q16481619', 'Q16481619']"
Q2078349,P527,['Q12533094']
Q2078349,P495,"['Q230', 'Q227']"
Q2078349,P279,['Q746549']
Q412873,P31,['Q5891']
Q412873,P135,['Q211390']
Q412873,P112,['Q2701335']
Q412873,P495,['Q60140']
Q2828932,P31,['Q371174']
Q2828932,P1889,['Q25304572']
Q276186,P19,['Q939701']
Q276186,P106,"['Q2526255', 'Q7042855', 'Q33999', 'Q3282637', 'Q3387717', 'Q69423232', 'Q28389', 'Q3455803']"
Q276186,P31,['Q5']
Q276186,P27,['Q33']
Q276186,P735,"['Q417758', 'Q1743980']"
Q276186,P166,"['Q10855271', 'Q335233', 'Q16020748', 'Q182366', 'Q844804', 'Q821609', 'Q674146', 'Q775028', 'Q734335', 'Q706031']"
Q276186,P737,['Q168693']
Q276186,P69,['Q1544881']
Q276186,P26,['Q5399320']
Q276186,P1411,"['Q19395', 'Q645595', 'Q24137', 'Q3703456', 'Q777921', 'Q777921', 'Q777921', 'Q1377755', 'Q1377777', 'Q1377773', 'Q1377755', 'Q1377777', 'Q777921', 'Q1377755', 'Q777921', 'Q628637', 'Q44498103', 'Q1377755', 'Q1377777']"
Q276186,P1412,"['Q1412', 'Q9027', 'Q5146']"
Q276186,P3373,['Q520747']
Q276186,P734,['Q21492103']
Q276186,P21,['Q6581097']
Q276186,P7084,['Q8452684']
Q276186,P1343,['Q67311526']
Q276186,P910,['Q55750718']
Q276186,P1424,['Q14338867']
Q276186,P6379,['Q188740']
Q276186,P7763,['Q73555012']
Q276186,P101,"['Q12765827', 'Q115156386']"
Q123559,P910,['Q8229871']
Q123559,P31,"['Q2221906', 'Q24457356', 'Q27096213']"
Q123559,P2633,['Q3123262']
Q123559,P1151,['Q9501858']
Q123559,P1792,['Q9073671']
Q123559,P1365,['Q186513']
Q123559,P17,"['Q8575586', 'Q1337854', 'Q171740', 'Q199688', 'Q238445', 'Q75613', 'Q965692', 'Q3025345', 'Q3540212', 'Q29', 'Q45']"
Q123559,P7867,['Q84078947']
Q123559,P30,['Q46']
Q123559,P1534,['Q1552718']
Q123559,P1343,"['Q108871244', 'Q109078091', 'Q57861221', 'Q47484421', 'Q123560817', 'Q127953085']"
Q123559,P5008,['Q6173448']
Q123559,P138,['Q6159007']
Q123559,P793,"['Q1455917', 'Q79791']"
Q123559,P2348,['Q12554']
Q123559,P37,['Q13955']
Q123559,P706,['Q12837']
Q123559,P1269,"['Q642379', 'Q7781', 'Q7790']"
Q11826,P21,['Q6581097']
Q11826,P106,"['Q4964182', 'Q593644', 'Q901402', 'Q270141', 'Q170790', 'Q1734662', 'Q11063', 'Q333634', 'Q4773904', 'Q169470', 'Q155647', 'Q201788', 'Q14467526', 'Q18524037', 'Q36180', 'Q105186', 'Q10527030', 'Q2374149']"
Q11826,P19,['Q1141982']
Q11826,P20,['Q173731']
Q11826,P31,['Q5']
Q11826,P1343,"['Q678259', 'Q1509493', 'Q602358', 'Q19180675', 'Q109453654', 'Q867541', 'Q126740695']"
Q11826,P910,['Q20829620']
Q11826,P1412,"['Q9168', 'Q33138', 'Q35497', 'Q1982248', 'Q33538', 'Q11059', 'Q13955']"
Q11826,P2348,"['Q745799', 'Q105605371']"
Q11826,P101,"['Q413', 'Q395', 'Q333', 'Q7991', 'Q309', 'Q130788', 'Q12713481', 'Q625510', 'Q8008', 'Q1071', 'Q5891', 'Q42515', 'Q23404', 'Q34362', 'Q2329', 'Q11190', 'Q9418', 'Q34178', 'Q128406', 'Q846742', 'Q83353']"
Q11826,P551,"['Q636188', 'Q173731', 'Q188155']"
Q11826,P800,"['Q4115019', 'Q5556753', 'Q16127829', 'Q16126830', 'Q65197297', 'Q42196237', 'Q12185631']"
Q11826,P140,"['Q432', 'Q483654']"
Q11826,P7763,['Q71887839']
Q11826,P735,['Q5837762']
Q11826,P1066,['Q2383120']
Q11826,P27,['Q12150341']
Q11826,P5008,"['Q6173448', 'Q21830214', 'Q106703387']"
Q11826,P6104,['Q8487137']
Q11826,P6259,"['Q745799', 'Q105605371']"
Q31066,P21,['Q6581097']
Q31066,P40,"['Q293482', 'Q111461812', 'Q118259093', 'Q124435854', 'Q118192599', 'Q124435841']"
Q31066,P53,['Q4437641']
Q31066,P20,['Q5806']
Q31066,P31,['Q5']
Q31066,P19,['Q16121226']
Q31066,P1343,"['Q19180675', 'Q602358', 'Q4532135', 'Q3181656', 'Q867541', 'Q19219752', 'Q123625363', 'Q113504685']"
Q31066,P22,['Q6892574']
Q31066,P39,['Q28541943']
Q31066,P3373,"['Q3827910', 'Q252087', 'Q11904583', 'Q22690811']"
Q31066,P140,['Q432']
Q31066,P106,"['Q82955', 'Q49757']"
Q31066,P26,"['Q45108841', 'Q112122208', 'Q54875079']"
Q31066,P5008,['Q106703387']
Q31066,P1412,['Q13955']
Q31066,P25,['Q107177896']
Q31066,P119,['Q42004']
Q31066,P735,['Q307578']
Q31066,P734,['Q21491930']
Q31066,P607,"['Q5933860', 'Q130245253', 'Q30082865', 'Q3636337']"
Q4705114,P186,['Q189964']
Q4705114,P495,"['Q232', 'Q813']"
Q4705114,P2283,"['Q163446', 'Q44740228']"
Q4705114,P2341,['Q484479']
Q4705114,P279,"['Q28823', 'Q10988986']"
Q4705114,P3259,['Q17323370']
Q4705114,P6104,['Q112898263']
Q4705114,P31,['Q2207288']
Q16663,P31,['Q4022']
Q16663,P403,['Q14294']
Q16663,P17,['Q29']
Q16663,P131,"['Q81977', 'Q71080']"
Q16663,P4614,['Q5793719']
Q16663,P885,['Q609783']
Q16663,P974,"['Q6115064', 'Q3322231', 'Q3393309', 'Q6981044', 'Q24003633', 'Q6115581', 'Q5491858', 'Q23999309', 'Q23987591']"
Q16663,P205,['Q29']
Q16663,P910,['Q49665158']
Q16663,P1343,['Q19219752']
Q64780,P31,['Q7278']
Q64780,P1142,"['Q6216', 'Q15986535', 'Q660018', 'Q4208093', 'Q182121']"
Q64780,P159,['Q61944']
Q64780,P460,['Q1930015']
Q64780,P488,['Q1045777']
Q64780,P112,"['Q1045777', 'Q1047477', 'Q1045918']"
Q64780,P17,"['Q34266', 'Q139319', 'Q2305208', 'Q1779823']"
Q1991629,P1343,['Q20078554']
Q1991629,P31,"['Q223393', 'Q89522629']"
Q16002379,P31,"['Q16334295', 'Q82821']"
Q16002379,P1889,['Q11837531']
Q16002379,P17,"['Q222', 'Q1246', 'Q236']"
Q16002379,P276,['Q4412051']
Q16002379,P279,['Q2449503']
Q16513,P31,['Q4022']
Q16513,P17,['Q29']
Q16513,P910,['Q6311351']
Q16513,P403,['Q14294']
Q16513,P4614,['Q5793719']
Q16513,P885,['Q1132904']
Q16513,P974,"['Q51244488', 'Q24001034', 'Q5141049', 'Q7166886', 'Q23991228', 'Q23991953', 'Q23993861', 'Q23994268', 'Q23995589', 'Q24001031', 'Q24001035', 'Q24001073', 'Q24001140', 'Q24002632', 'Q24003019', 'Q30278314']"
Q16513,P131,['Q54929']
Q71951,P31,['Q5']
Q71951,P106,"['Q14467526', 'Q201788', 'Q121594', 'Q4263842', 'Q333634']"
Q71951,P19,['Q832991']
Q71951,P27,"['Q183', 'Q29']"
Q71951,P735,['Q577011']
Q71951,P1412,"['Q1321', 'Q7026', 'Q188', 'Q1860', 'Q150']"
Q71951,P69,['Q219615']
Q71951,P463,['Q29790141']
Q71951,P734,['Q37208327']
Q71951,P108,"['Q383568', 'Q1035745']"
Q71951,P101,['Q1277348']
Q71951,P21,['Q6581097']
Q71951,P39,['Q62395812']
Q71951,P1950,['Q23769595']
Q122338,P21,['Q6581097']
Q122338,P106,"['Q593644', 'Q15980158', 'Q482980']"
Q122338,P19,['Q63939']
Q122338,P20,['Q70008']
Q122338,P27,['Q39']
Q122338,P31,['Q5']
Q122338,P69,['Q206702']
Q122338,P735,['Q577011']
Q122338,P512,['Q752297']
Q122338,P166,"['Q15303658', 'Q62505651']"
Q122338,P108,['Q507154']
Q122338,P101,"['Q2329', 'Q5891']"
Q122338,P734,['Q27897615']
Q122338,P937,['Q64032']
Q122338,P509,['Q12152']
Q122338,P910,['Q55247615']
Q122338,P1196,['Q3739104']
Q122338,P1412,['Q188']
Q122338,P1343,"['Q51955019', 'Q67311526', 'Q99413897']"
Q122338,P2868,['Q2944360']
Q122338,P485,['Q19362518']
Q122338,P1889,['Q76360']
Q122338,P26,['Q108680158']
Q122338,P5008,['Q131160831']
Q60045,P19,['Q2119']
Q60045,P20,['Q84']
Q60045,P27,['Q183']
Q60045,P102,['Q7320']
Q60045,P69,['Q51985']
Q60045,P31,['Q5']
Q60045,P40,"['Q62789', 'Q67704', 'Q3290640']"
Q60045,P106,"['Q82955', 'Q42973']"
Q60045,P735,"['Q577011', 'Q827835', 'Q18156186', 'Q1158570']"
Q60045,P463,"['Q150793', 'Q44687']"
Q60045,P39,"['Q17856046', 'Q834877']"
Q60045,P800,"['Q473806', 'Q819439']"
Q60045,P910,['Q16547391']
Q60045,P1399,['Q173462']
Q60045,P241,['Q44687']
Q60045,P734,['Q16883668']
Q60045,P1884,['Q2367101']
Q60045,P1412,['Q188']
Q60045,P5021,['Q1051792']
Q60045,P2632,"['Q168700', 'Q187725']"
Q60045,P21,['Q6581097']
Q60045,P1299,['Q61053397']
Q60045,P1343,['Q67311526']
Q60045,P5008,['Q100137722']
Q60045,P1889,['Q2638865']
Q60045,P26,['Q108706751']
Q60045,P937,"['Q64', 'Q2119']"
Q5687778,P31,['Q5']
Q5687778,P21,['Q6581072']
Q5687778,P19,['Q3274']
Q5687778,P20,['Q205648']
Q5687778,P27,['Q811']
Q5687778,P735,['Q12784143']
